Şəhər,Model,Yeni,Mühərrik,Yürüş,Ötürücü,price,Sürətlər qutusu,Rəng,Qəzalı,url,Sahiblər,Marka,Vəziyyəti,Hansı bazar üçün yığılıb,Buraxılış ili,Yerlərin sayı,Ban növü
Bakı,Note,Xeyr,1.2 L / 80 a.g. / Hibrid,40 000 km,Ön,16 800 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/9045472-nissan-note,1,Nissan,"Vuruğu yoxdur, rənglənməyib",,2018,5,"Hetçbek, 5 qapı"
Bakı,Note,Xeyr,1.2 L / 98 a.g. / Benzin,58 000 km,Ön,15 200 AZN,Avtomat (Variator),Qəhvəyi,,https://turbo.az/autos/8865546-nissan-note,1,Nissan,"Vuruğu yoxdur, rənglənməyib",,2016,5,"Hetçbek, 5 qapı"
Bakı,Note,Xeyr,1.2 L / 80 a.g. / Hibrid,56 000 km,Ön,16 800 AZN,Avtomat (Reduktor),Yaşıl,,https://turbo.az/autos/8801005-nissan-note,1,Nissan,"Vuruğu yoxdur, rənglənməyib",,2018,5,"Hetçbek, 5 qapı"
Bakı,Uni-V iDD,Xeyr,1.5 L / 325 a.g. / Plug-in Hibrid,28 000 km,Ön,27 500 AZN,Avtomat (DHT),Yaş Asfalt,,https://turbo.az/autos/9729014-changan-uni-v-idd,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2023,4,Liftbek
Bakı,Tiguan,Xeyr,2.0 L / 200 a.g. / Benzin,245 000 km,Tam,13 700 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9616526-volkswagen-tiguan,0,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2009,5,"Offroader / SUV, 5 qapı"
Bakı,X7,Xeyr,3.0 L / 381 a.g. / Benzin,7 500 km,Tam,≈ 224 400 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9738992-bmw-x7,,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,7,"Offroader / SUV, 5 qapı"
Bakı,Accent,Xeyr,1.6 L / 130 a.g. / Benzin,83 200 km,Ön,23 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9726929-hyundai-accent,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2021,5,Sedan
Bakı,Mustang,Xeyr,2.3 L / 317 a.g. / Benzin,57 950 km,Arxa,≈ 40 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9341702-ford-mustang,2,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,,Kupe
Bakı,Sorento,Xeyr,1.6 L / 230 a.g. / Hibrid,40 000 km,Ön,35 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9708363-kia-sorento,,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,"Offroader / SUV, 5 qapı"
Bakı,T2,Bəli,1.5 L / 462 a.g. / Plug-in Hibrid,0 km,Tam,57 990 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9658559-jetour-t2,,JETOUR,"Vuruğu yoxdur, rənglənməyib",Çin,2025,,"Offroader / SUV, 5 qapı"
Bakı,Corolla Cross,Bəli,2.0 L / 197 a.g. / Hibrid,0 km,Ön,≈ 35 530 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9084468-toyota-corolla-cross,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Avropa,2025,,"Offroader / SUV, 5 qapı"
Bakı,GLE 350 de 4MATIC,Xeyr,2.0 L / 320 a.g. / Dizel-Hibrid,36 000 km,Tam,≈ 131 750 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9484217-mercedes-gle-350-de-4matic,1,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,5,"Offroader / SUV, 5 qapı"
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,34 000 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9738346-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,33 600 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9736449-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Optima,Xeyr,2.0 L / 190 a.g. / Hibrid,118 000 km,Ön,22 000 AZN,Avtomat (AT),Qırmızı,,https://turbo.az/autos/9720243-kia-optima,,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,Astra,Xeyr,2.0 L / 136 a.g. / Benzin,472 200 km,Ön,8 200 AZN,Avtomat (AT),Mavi,,https://turbo.az/autos/9737650-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Digər,1998,5,"Hetçbek, 5 qapı"
Gəncə,Corolla,Xeyr,1.4 L / 90 a.g. / Dizel,242 000 km,Ön,17 900 AZN,Mexaniki (MT),Yaş Asfalt,,https://turbo.az/autos/9740093-toyota-corolla,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2008,5,Sedan
Bakı,Sonata,Xeyr,2.0 L / 274 a.g. / Benzin,173 809 km,Ön,23 500 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9702066-hyundai-sonata,,Hyundai,"Vuruğu yoxdur, rənglənib",Amerika,2015,5,Sedan
Bakı,Camry,Xeyr,2.0 L / 197 a.g. / Hibrid,15 000 km,Ön,≈ 90 100 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9522325-toyota-camry,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,Sedan
Bakı,Land Cruiser,Xeyr,4.0 L / 275 a.g. / Benzin,231 000 km,Tam,43 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9712338-toyota-land-cruiser,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2011,7,"Offroader / SUV, 5 qapı"
Gəncə,Accord,Xeyr,2.0 L / 143 a.g. / Hibrid,177 028 km,Ön,28 200 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9597251-honda-accord,,Honda,"Vuruğu yoxdur, rənglənib",Amerika,2015,5,Sedan
Bakı,Prius,Xeyr,1.5 L / 76 a.g. / Hibrid,310 000 km,Ön,11 300 AZN,Avtomat (Variator),Açıq yaşıl,,https://turbo.az/autos/9736461-toyota-prius,0,Toyota,"Vuruğu yoxdur, rənglənib",Amerika,2008,5,Liftbek
Bakı,M6,Xeyr,4.4 L / 575 a.g. / Benzin,67 000 km,Arxa,99 900 AZN,Avtomat (Robot),Boz,,https://turbo.az/autos/7726484-bmw-m6,0,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2013,,Sedan
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,34 000 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9702627-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,33 300 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9707446-changan-uni-z,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Gəncə,2115,Xeyr,1.6 L / 82 a.g. / Benzin,300 000 km,Ön,8 200 AZN,Mexaniki (MT),Yaş Asfalt,,https://turbo.az/autos/9741908-lada-vaz-2115,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2009,5,Sedan
Bakı,Qiyuan A05,Xeyr,1.5 L / 190 a.g. / Plug-in Hibrid,22 000 km,Ön,22 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9699186-changan-qiyuan-a05,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,Sedan
Şəki,Niva,Xeyr,1.7 L / 83 a.g. / Benzin,29 000 km,Tam,16 300 AZN,Mexaniki (MT),Boz,,https://turbo.az/autos/9741905-lada-vaz-niva,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2022,5,"Offroader / SUV, 3 qapı"
Bakı,CX-5,Xeyr,2.0 L / 155 a.g. / Benzin,130 000 km,Ön,20 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9730500-mazda-cx-5,0,Mazda,"Vuruğu yoxdur, rənglənməyib",Amerika,2012,5,"Offroader / SUV, 5 qapı"
Bakı,Land Cruiser Prado,Xeyr,2.7 L / 163 a.g. / Benzin,205 000 km,Tam,27 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9720095-toyota-land-cruiser-prado,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2008,7,"Offroader / SUV, 5 qapı"
Bakı,Granta,Xeyr,1.6 L / 98 a.g. / Benzin,87 500 km,Ön,15 800 AZN,Avtomat (AT),Qəhvəyi,,https://turbo.az/autos/9254809-lada-vaz-granta,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2021,,Sedan
Bakı,K5,Xeyr,2.0 L / 172 a.g. / Benzin,168 000 km,Ön,22 300 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9575943-kia-k5,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2014,5,Sedan
Bakı,Sonata,Xeyr,2.0 L / 195 a.g. / Hibrid,149 000 km,Ön,31 900 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9696071-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2021,5,Sedan
Bakı,CS 55 Plus,Bəli,1.5 L / 217 a.g. / Plug-in Hibrid,0 km,Ön,29 500 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9734042-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Discovery Sport,Xeyr,2.0 L / 240 a.g. / Benzin,190 000 km,Tam,31 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741900-land-rover-discovery-sport,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2015,5,"Offroader / SUV, 5 qapı"
Bakı,Camry,Xeyr,2.5 L / 200 a.g. / Benzin,166 000 km,Ön,29 800 AZN,Avtomat (AT),Tünd qırmızı,,https://turbo.az/autos/9653392-toyota-camry,0,Toyota,"Vuruğu yoxdur, rənglənməyib",,2018,5,Sedan
Sumqayıt,Qin Plus,Xeyr,1.5 L / 197 a.g. / Plug-in Hibrid,23 000 km,Ön,9 200 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741899-byd-qin-plus,,BYD,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,Sedan
Bakı,Sprinter 315,Xeyr,2.2 L / 150 a.g. / Dizel,221 000 km,Arxa,27 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9697579-mercedes-sprinter-315,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,3,Furqon
Bakı,Elantra,Xeyr,2.0 L / 157 a.g. / Benzin,85 000 km,Ön,≈ 25 670 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9741891-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2022,5,Sedan
Bakı,03,Bəli,279 a.g. / Elektro,0 km,Tam,35 990 AZN,Avtomat (Reduktor),Ağ,,https://turbo.az/autos/8643099-icar-03,,iCar,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Equinox,Xeyr,1.5 L / 170 a.g. / Benzin,83 500 km,Ön,24 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9727735-chevrolet-equinox,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2018,5,"Offroader / SUV, 5 qapı"
Bakı,Astra,Xeyr,1.3 L / 90 a.g. / Dizel,286 000 km,Ön,9 200 AZN,Mexaniki (MT),Gümüşü,,https://turbo.az/autos/9626560-opel-astra,0,Opel,"Vuruğu yoxdur, rənglənməyib",,2008,5,"Hetçbek, 5 qapı"
Sumqayıt,530,Xeyr,3.0 L / 258 a.g. / Benzin,285 421 km,Arxa,12 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9708427-bmw-530,0,BMW,"Vuruğu yoxdur, rənglənməyib",,2006,5,Sedan
Bakı,Niva,Bəli,1.7 L / 83 a.g. / Benzin,0 km,Tam,23 800 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9370113-lada-vaz-niva,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,,"Offroader / SUV, 3 qapı"
Bakı,L6,Bəli,1.5 L / 408 a.g. / Plug-in Hibrid,0 km,Tam,≈ 72 505 AZN,Avtomat (Reduktor),Boz,,https://turbo.az/autos/9345300-li-auto-l6,,Li Auto,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Sumqayıt,CR-V,Xeyr,1.5 L / 192 a.g. / Benzin,119 000 km,Tam,35 000 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9741903-honda-cr-v,,Honda,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,"Offroader / SUV, 5 qapı"
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,40 500 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9726541-changan-qiyuan-q07,,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,08,Bəli,1.5 L / 381 a.g. / Plug-in Hibrid,0 km,Ön,58 900 AZN,Avtomat (Reduktor),Bej,,https://turbo.az/autos/9456488-lynk-co-08,,Lynk & Co,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,09,Bəli,2.0 L / 554 a.g. / Plug-in Hibrid,0 km,Tam,76 900 AZN,Avtomat (Reduktor),Ağ,,https://turbo.az/autos/8947930-lynk-co-09,,Lynk & Co,"Vuruğu yoxdur, rənglənməyib",Digər,2025,6,"Offroader / SUV, 5 qapı"
Bakı,K7,Xeyr,2.2 L / 202 a.g. / Dizel,180 000 km,Ön,30 900 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9481305-kia-k7,1,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2016,,Sedan
Bakı,Astra,Xeyr,1.3 L / 90 a.g. / Dizel,287 000 km,Ön,9 900 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9626997-opel-astra,0,Opel,"Vuruğu yoxdur, rənglənməyib",Avropa,2006,5,"Hetçbek, 5 qapı"
Bakı,GL 500 4MATIC,Xeyr,4.7 L / 435 a.g. / Benzin,288 000 km,Tam,≈ 33 998 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9672896-mercedes-gl-500-4matic,0,Mercedes,"Vuruğu yoxdur, rənglənib",Rəsmi diler,2014,7,"Offroader / SUV, 5 qapı"
Bakı,001,Xeyr,544 a.g. / Elektro,60 000 km,Tam,≈ 56 950 AZN,Avtomat (Reduktor),Ağ,,https://turbo.az/autos/8759339-zeekr-001,1,ZEEKR,"Vuruğu yoxdur, rənglənməyib",,2024,5,Liftbek
Xırdalan,Aqua,Xeyr,1.5 L / 74 a.g. / Hibrid,131 850 km,Ön,17 600 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9734369-toyota-aqua,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2019,5,"Hetçbek, 5 qapı"
Bakı,E 220 d,Xeyr,2.0 L / 195 a.g. / Dizel,172 000 km,Arxa,49 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9738464-mercedes-e-220-d,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Koreya,2016,5,Sedan
Yevlax,2107,Xeyr,1.6 L / 75 a.g. / Benzin,75 770 km,Arxa,6 999 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9699231-lada-vaz-2107,0,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,2007,5,Sedan
Bakı,Range Rover,Xeyr,3.0 L / 380 a.g. / Benzin,74 000 km,Tam,≈ 101 150 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9738446-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2018,5,"Offroader / SUV, 5 qapı"
Bakı,Range Rover,Xeyr,3.0 L / 510 a.g. / Plug-in Hibrid,29 477 km,Tam,≈ 312 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9362985-land-rover-range-rover,1,Land Rover,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,,"Offroader / SUV, 5 qapı"
Bakı,Granta,Xeyr,1.6 L / 98 a.g. / Benzin,87 500 km,Ön,15 800 AZN,Avtomat (AT),Qəhvəyi,,https://turbo.az/autos/9254809-lada-vaz-granta,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2021,,Sedan
Bakı,K5,Xeyr,2.0 L / 172 a.g. / Benzin,168 000 km,Ön,22 300 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9575943-kia-k5,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2014,5,Sedan
Bakı,Sonata,Xeyr,2.0 L / 195 a.g. / Hibrid,149 000 km,Ön,31 900 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9696071-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2021,5,Sedan
Bakı,CS 55 Plus,Bəli,1.5 L / 217 a.g. / Plug-in Hibrid,0 km,Ön,29 500 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9734042-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Discovery Sport,Xeyr,2.0 L / 240 a.g. / Benzin,190 000 km,Tam,31 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741900-land-rover-discovery-sport,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2015,5,"Offroader / SUV, 5 qapı"
Bakı,Camry,Xeyr,2.5 L / 200 a.g. / Benzin,166 000 km,Ön,29 800 AZN,Avtomat (AT),Tünd qırmızı,,https://turbo.az/autos/9653392-toyota-camry,0,Toyota,"Vuruğu yoxdur, rənglənməyib",,2018,5,Sedan
Sumqayıt,Qin Plus,Xeyr,1.5 L / 197 a.g. / Plug-in Hibrid,23 000 km,Ön,9 200 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741899-byd-qin-plus,,BYD,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,Sedan
Bakı,Sprinter 315,Xeyr,2.2 L / 150 a.g. / Dizel,221 000 km,Arxa,27 400 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9697579-mercedes-sprinter-315,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,3,Furqon
Bakı,Elantra,Xeyr,2.0 L / 157 a.g. / Benzin,85 000 km,Ön,≈ 25 670 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9741891-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2022,5,Sedan
Bakı,03,Bəli,279 a.g. / Elektro,0 km,Tam,35 990 AZN,Avtomat (Reduktor),Ağ,,https://turbo.az/autos/8643099-icar-03,,iCar,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Equinox,Xeyr,1.5 L / 170 a.g. / Benzin,83 500 km,Ön,24 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9727735-chevrolet-equinox,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2018,5,"Offroader / SUV, 5 qapı"
Bakı,Astra,Xeyr,1.3 L / 90 a.g. / Dizel,286 000 km,Ön,9 200 AZN,Mexaniki (MT),Gümüşü,,https://turbo.az/autos/9626560-opel-astra,0,Opel,"Vuruğu yoxdur, rənglənməyib",,2008,5,"Hetçbek, 5 qapı"
Sumqayıt,530,Xeyr,3.0 L / 258 a.g. / Benzin,285 421 km,Arxa,12 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9708427-bmw-530,0,BMW,"Vuruğu yoxdur, rənglənməyib",,2006,5,Sedan
Bakı,Niva,Bəli,1.7 L / 83 a.g. / Benzin,0 km,Tam,23 800 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9370113-lada-vaz-niva,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,,"Offroader / SUV, 3 qapı"
Bakı,L6,Bəli,1.5 L / 408 a.g. / Plug-in Hibrid,0 km,Tam,≈ 72 505 AZN,Avtomat (Reduktor),Boz,,https://turbo.az/autos/9345300-li-auto-l6,,Li Auto,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Sumqayıt,CR-V,Xeyr,1.5 L / 192 a.g. / Benzin,119 000 km,Tam,35 000 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9741903-honda-cr-v,,Honda,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,"Offroader / SUV, 5 qapı"
Sumqayıt,Prius,Xeyr,1.5 L / 76 a.g. / Hibrid,427 973 km,Ön,12 700 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9741898-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənib",Amerika,2008,5,Liftbek
Bakı,Cayenne,Xeyr,3.6 L / 300 a.g. / Benzin,148 000 km,Tam,27 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9708260-porsche-cayenne,0,Porsche,"Vuruğu yoxdur, rənglənməyib",Avropa,2010,5,"Offroader / SUV, 5 qapı"
Bakı,300,Xeyr,2.0 L / 245 a.g. / Benzin,95 000 km,Arxa,≈ 53 550 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9716424-mercedes-300,,Mercedes,"Vuruğu yoxdur, rənglənməyib",,2017,,Sedan
Bakı,L7,Bəli,1.5 L / 450 a.g. / Plug-in Hibrid,0 km,Tam,≈ 81 600 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/9345371-li-auto-l7,,Li Auto,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,530,Xeyr,2.0 L / 252 a.g. / Benzin,147 700 km,Arxa,49 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9719112-bmw-530,1,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,Sedan
Bakı,Range Rover,Xeyr,5.0 L / 550 a.g. / Benzin,69 500 km,Tam,≈ 166 090 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9193943-land-rover-range-rover,1,Land Rover,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2018,,"Offroader / SUV, 5 qapı"
Bakı,SRX,Xeyr,3.0 L / 265 a.g. / Benzin,215 000 km,Tam,17 300 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9612091-cadillac-srx,0,Cadillac,"Vuruğu yoxdur, rənglənməyib",Amerika,2010,5,"Offroader / SUV, 5 qapı"
Bakı,X-Trail,Xeyr,2.0 L / 150 a.g. / Benzin,335 000 km,Tam,11 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741894-nissan-x-trail,,Nissan,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2002,5,"Offroader / SUV, 5 qapı"
Bakı,03,Bəli,184 a.g. / Elektro,0 km,Arxa,31 500 AZN,Avtomat (Reduktor),Yaş Asfalt,,https://turbo.az/autos/9713792-icar-03,,iCar,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,RR Evoque,Xeyr,2.0 L / 180 a.g. / Dizel,72 000 km,Tam,≈ 56 950 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9728779-land-rover-rr-evoque,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2020,5,"Offroader / SUV, 5 qapı"
Bakı,Kamiq,Bəli,1.0 L / 115 a.g. / Benzin,0 km,Ön,35 900 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/8716133-skoda-kamiq,,Skoda,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,"Offroader / SUV, 5 qapı"
Bakı,Elantra,Xeyr,1.6 L / 128 a.g. / Benzin,25 500 km,Ön,35 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9617396-hyundai-elantra,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,5,Sedan
Lənkəran,C 230,Xeyr,2.3 L / 193 a.g. / Benzin,261 062 km,Arxa,9 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9719258-mercedes-c-230,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,1998,5,Sedan
Bakı,G 500,Xeyr,4.0 L / 422 a.g. / Benzin,50 000 km,Tam,≈ 270 300 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9723494-mercedes-g-500,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2019,5,"Offroader / SUV, 5 qapı"
Bakı,Range Rover,Xeyr,3.0 L / 400 a.g. / Benzin,82 077 km,Tam,≈ 113 900 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9735957-land-rover-range-rover,0,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2021,5,"Offroader / SUV, 5 qapı"
Bakı,325,Xeyr,2.5 L / 192 a.g. / Benzin,281 000 km,Arxa,12 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9737366-bmw-325,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2002,5,Sedan
Bakı,Fusion (North America),Xeyr,2.0 L / 240 a.g. / Benzin,190 000 km,Ön,18 500 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9722290-ford-fusion-north-america,0,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2014,5,Sedan
Bakı,RR Velar,Xeyr,2.0 L / 240 a.g. / Benzin,90 000 km,Tam,89 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9703012-land-rover-rr-velar,0,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2022,5,"Offroader / SUV, 5 qapı"
Bakı,Qiyuan Q07,Bəli,1.5 L / 224 a.g. / Plug-in Hibrid,0 km,Ön,40 700 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9703146-changan-qiyuan-q07,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,RAV4,Xeyr,2.0 L / 175 a.g. / Benzin,89 000 km,Ön,45 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9310864-toyota-rav4,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,"Offroader / SUV, 5 qapı"
Bakı,Avante,Xeyr,1.6 L / 136 a.g. / Dizel,254 400 km,Ön,20 950 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9653195-hyundai-avante,,Hyundai,"Vuruğu yoxdur, rənglənib",Koreya,2015,5,Sedan
